<<<<<<< HEAD
id,region,sexo,tramo_etario,informalidad,nivel_educativo,lugar_trabajo,financiamiento_inicial,motivacion,tramos_ganancias,rama_economica,ganancia_final
75475689,O'Higgins,Hombre,45 a 54 años,Formal,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,400000.0
41472720,Metropolitana,Hombre,45 a 54 años,Formal,Superior completa (IP/CFT),En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $1.000.000 a $1.500.000,Explotación de minas,2000000.0
80680026,Los Ríos,Hombre,35 a 44 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Industrias manufactureras,550000.0
14189156,Los Ríos,Mujer,25 a 34 años,Informal,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,400000.0
66153416,Los Ríos,Mujer,25 a 34 años,Formal,Superior completa (IP/CFT),En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,-341000.0
21461755,Antofagasta,Hombre,55 a 64 años,Formal,Superior completa (IP/CFT),En su propio hogar,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),Más de $2.500.000,Suministro de electricidad y agua,10000000.0
27397160,Atacama,Hombre,25 a 34 años,Informal,Media completa,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Industrias manufactureras,800000.0
53357835,Metropolitana,Hombre,45 a 54 años,Informal,Sin instrucción / Básica incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Industrias manufactureras,200000.0
18793891,La Araucanía,Hombre,55 a 64 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Industrias manufactureras,300000.0
59518981,Metropolitana,Hombre,55 a 64 años,Informal,Media completa,Predio agrícola,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,30000.0
72686080,Arica y Parinacota,Mujer,65 años o más,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,500000.0
38607758,Arica y Parinacota,Hombre,65 años o más,Formal,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,200000.0
20279697,Arica y Parinacota,Hombre,25 a 34 años,Formal,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,280000.0
16697116,Maule,Hombre,55 a 64 años,Formal,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Tradición familiar,De $300.000 a $600.000,"Agricultura, silvicultura y pesca",600000.0
23364285,Maule,Hombre,65 años o más,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,130000.0
44370208,Metropolitana,Mujer,45 a 54 años,Informal,Media completa,Vehículo,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,500000.0
42233062,Antofagasta,Mujer,35 a 44 años,Informal,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,200000.0
69238313,La Araucanía,Mujer,35 a 44 años,Formal,Superior completa (IP/CFT),En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Comercio,900000.0
64374872,Coquimbo,Mujer,35 a 44 años,Formal,Media completa,Predio agrícola,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,350000.0
75831060,Metropolitana,Mujer,35 a 44 años,Informal,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,65000.0
71087789,O'Higgins,Mujer,45 a 54 años,Informal,Básica completa / Media incompleta,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,15000.0
15040398,Atacama,Hombre,35 a 44 años,Formal,Media completa,Vehículo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),De $1.000.000 a $1.500.000,Suministro de electricidad y agua,2000000.0
83159377,Atacama,Hombre,55 a 64 años,Informal,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Suministro de electricidad y agua,830000.0
51815000,Atacama,Mujer,15 a 24 años,Informal,Media completa,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Comercio,50000.0
50705012,Aysén,Mujer,45 a 54 años,Informal,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Tradición familiar,Menos de $300.000,Explotación de minas,350000.0
80325951,Metropolitana,Mujer,35 a 44 años,Informal,Media completa,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,120000.0
25738990,Maule,Mujer,25 a 34 años,Informal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,500000.0
40547372,Biobío,Mujer,65 años o más,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,80000.0
38811013,Maule,Hombre,35 a 44 años,Formal,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Explotación de minas,900000.0
63787970,La Araucanía,Mujer,45 a 54 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Más de $2.500.000,Comercio,6000000.0
50114719,Arica y Parinacota,Mujer,55 a 64 años,Informal,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,100000.0
50124684,Arica y Parinacota,Mujer,55 a 64 años,Informal,Básica completa / Media incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,60000.0
77957544,Los Ríos,Hombre,65 años o más,Formal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Industrias manufactureras,320000.0
64225459,Los Ríos,Mujer,55 a 64 años,Formal,Media completa,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,150000.0
26373813,Magallanes,Hombre,25 a 34 años,Informal,Sin instrucción / Básica incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Tradición familiar,Menos de $300.000,"Agricultura, silvicultura y pesca",300000.0
55459662,Metropolitana,Mujer,35 a 44 años,Formal,Superior completa (Universitaria o más),Otro lugar fijo fuera del hogar,Financiamiento formal (Bancos/Instituciones),Complementar ingresos,De $1.000.000 a $1.500.000,Comercio,2000000.0
55306379,Arica y Parinacota,Hombre,45 a 54 años,Formal,Superior incompleta (IP/CFT/Univ),En el hogar del cliente,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Construcción,400000.0
31908131,O'Higgins,Mujer,35 a 44 años,Informal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,400000.0
21460642,Los Ríos,Mujer,65 años o más,Informal,Básica completa / Media incompleta,En la vía pública / Kiosco,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,20000.0
61599584,Antofagasta,Hombre,45 a 54 años,Informal,Media completa,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Tradición familiar,Menos de $300.000,Comercio,200000.0
18984403,Los Lagos,Hombre,65 años o más,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Construcción,90000.0
37278946,Los Lagos,Mujer,45 a 54 años,Formal,Media completa,En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Más de $2.500.000,Comercio,7500000.0
74746933,Metropolitana,Hombre,35 a 44 años,Formal,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,500000.0
39473346,Metropolitana,Mujer,25 a 34 años,Formal,Superior incompleta (IP/CFT/Univ),Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Comercio,700000.0
18811393,Aysén,Hombre,25 a 34 años,Informal,Superior incompleta (IP/CFT/Univ),Predio agrícola,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,215000.0
26650402,Coquimbo,Mujer,25 a 34 años,Informal,Básica completa / Media incompleta,Predio agrícola,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,300000.0
69277291,Biobío,Hombre,35 a 44 años,Formal,Superior incompleta (IP/CFT/Univ),En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Comercio,1200000.0
60487589,Biobío,Hombre,45 a 54 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Industrias manufactureras,700000.0
49385197,Biobío,Hombre,45 a 54 años,Formal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Explotación de minas,1500000.0
53642699,Ñuble,Mujer,55 a 64 años,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Tradición familiar,De $300.000 a $600.000,Comercio,1000000.0
52387269,Ñuble,Hombre,35 a 44 años,Informal,Superior completa (IP/CFT),Predio agrícola,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Comercio,350000.0
24049076,Valparaíso,Mujer,55 a 64 años,Informal,Media completa,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,215000.0
18451293,Metropolitana,Mujer,65 años o más,Informal,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,50000.0
15557158,Metropolitana,Hombre,55 a 64 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Más de $2.500.000,Explotación de minas,3000000.0
39962701,Metropolitana,Hombre,35 a 44 años,Informal,Media completa,En su propio hogar,Préstamos de familiares/amigos,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Comercio,800000.0
76448985,Atacama,Hombre,55 a 64 años,Informal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Otra razón,Menos de $300.000,Industrias manufactureras,291666.666666667
62365622,O'Higgins,Mujer,35 a 44 años,Informal,Media completa,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,84000.0
37266623,O'Higgins,Mujer,15 a 24 años,Informal,Media completa,En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,30000.0
62940122,Metropolitana,Mujer,65 años o más,Informal,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,200000.0
18687488,Atacama,Mujer,55 a 64 años,Informal,Superior completa (IP/CFT),Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,350000.0
44936880,Atacama,Hombre,65 años o más,Informal,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,"Agricultura, silvicultura y pesca",200000.0
63403635,Atacama,Mujer,45 a 54 años,Informal,Media completa,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,500000.0
49155739,Atacama,Mujer,25 a 34 años,Formal,Superior incompleta (IP/CFT/Univ),En la vía pública / Kiosco,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,200000.0
79593124,Aysén,Mujer,25 a 34 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,200000.0
65210589,O'Higgins,Hombre,65 años o más,Formal,Superior incompleta (IP/CFT/Univ),En su propio hogar,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),De $600.000 a $1.000.000,Comercio,1100000.0
61501282,Aysén,Hombre,45 a 54 años,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Otra razón,Menos de $300.000,Suministro de electricidad y agua,500000.0
24385699,Aysén,Hombre,25 a 34 años,Formal,Superior incompleta (IP/CFT/Univ),En el hogar del cliente,Subsidios públicos / Fondos del Estado,Tradición familiar,De $1.000.000 a $1.500.000,Construcción,2000000.0
53806466,Coquimbo,Mujer,55 a 64 años,Informal,Superior completa (IP/CFT),Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,480000.0
51174043,Maule,Mujer,35 a 44 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Suministro de electricidad y agua,1500000.0
39034026,Metropolitana,Hombre,25 a 34 años,Informal,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,80000.0
58954035,Biobío,Hombre,35 a 44 años,Formal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Suministro de electricidad y agua,1200000.0
76465588,Valparaíso,Hombre,55 a 64 años,Formal,Básica completa / Media incompleta,En el hogar del cliente,Préstamos de familiares/amigos,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Construcción,600000.0
70699065,Valparaíso,Hombre,45 a 54 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,40000.0
79720786,Valparaíso,Mujer,45 a 54 años,Informal,Básica completa / Media incompleta,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,300000.0
19388699,Valparaíso,Mujer,45 a 54 años,Formal,Superior completa (IP/CFT),Vehículo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,50000.0
78984394,Maule,Hombre,55 a 64 años,Formal,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,250000.0
40914172,La Araucanía,Hombre,55 a 64 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,"Agricultura, silvicultura y pesca",50000.0
74126191,La Araucanía,Hombre,65 años o más,Formal,Media completa,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,"Agricultura, silvicultura y pesca",800000.0
16394809,La Araucanía,Mujer,65 años o más,Informal,Sin instrucción / Básica incompleta,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,40000.0
61043756,O'Higgins,Hombre,65 años o más,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Industrias manufactureras,450000.0
52389486,O'Higgins,Mujer,25 a 34 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Comercio,250000.0
60093020,Arica y Parinacota,Hombre,55 a 64 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Industrias manufactureras,350000.0
81199211,Coquimbo,Hombre,45 a 54 años,Informal,Media completa,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,"Agricultura, silvicultura y pesca",440000.0
49167340,Metropolitana,Mujer,55 a 64 años,Informal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,400000.0
22470314,Maule,Mujer,55 a 64 años,Formal,Básica completa / Media incompleta,En la vía pública / Kiosco,Financiamiento formal (Bancos/Instituciones),Tradición familiar,De $300.000 a $600.000,Suministro de electricidad y agua,700000.0
46365769,Maule,Hombre,65 años o más,Informal,Sin instrucción / Básica incompleta,Local/Oficina/Taller establecido,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,"Agricultura, silvicultura y pesca",35000.0
60450218,Biobío,Hombre,55 a 64 años,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Más de $2.500.000,Suministro de electricidad y agua,3000000.0
63949107,Los Ríos,Hombre,55 a 64 años,Formal,Básica completa / Media incompleta,Local/Oficina/Taller establecido,Subsidios públicos / Fondos del Estado,Tradición familiar,Más de $2.500.000,"Agricultura, silvicultura y pesca",7500000.0
15986072,Atacama,Mujer,25 a 34 años,Formal,Superior incompleta (IP/CFT/Univ),Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Más de $2.500.000,Industrias manufactureras,3200000.0
82509027,Metropolitana,Mujer,35 a 44 años,Informal,Media completa,En la vía pública / Kiosco,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,300000.0
82419409,Valparaíso,Hombre,65 años o más,Formal,Básica completa / Media incompleta,Vehículo,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,25000.0
76862981,Biobío,Mujer,45 a 54 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Suministro de electricidad y agua,600000.0
39148831,Arica y Parinacota,Hombre,65 años o más,Informal,Básica completa / Media incompleta,En el hogar del cliente,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Construcción,480000.0
67309290,Antofagasta,Hombre,25 a 34 años,Formal,Media completa,En el hogar del cliente,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Construcción,0.0
32051991,O'Higgins,Hombre,45 a 54 años,Formal,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Más de $2.500.000,Suministro de electricidad y agua,7200000.0
83231705,O'Higgins,Mujer,35 a 44 años,Informal,Media completa,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,350000.0
54078538,O'Higgins,Hombre,45 a 54 años,Formal,Superior completa (IP/CFT),En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $1.000.000 a $1.500.000,Comercio,2000000.0
48007198,O'Higgins,Hombre,25 a 34 años,Informal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,400000.0
13237453,Los Ríos,Mujer,35 a 44 años,Formal,Superior completa (IP/CFT),En su propio hogar,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Comercio,1200000.0
47615214,Los Ríos,Hombre,45 a 54 años,Informal,Superior incompleta (IP/CFT/Univ),Otro lugar fijo fuera del hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Industrias manufactureras,250000.0
76851770,Biobío,Mujer,55 a 64 años,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Comercio,700000.0
27207273,Valparaíso,Hombre,25 a 34 años,Informal,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Construcción,730000.0
33747230,Valparaíso,Mujer,55 a 64 años,Formal,Superior incompleta (IP/CFT/Univ),En su propio hogar,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Suministro de electricidad y agua,1200000.0
22822477,Metropolitana,Mujer,25 a 34 años,Formal,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Suministro de electricidad y agua,1500000.0
69004472,Valparaíso,Mujer,45 a 54 años,Formal,Media completa,En su propio hogar,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Explotación de minas,150000.0
71246477,Maule,Mujer,45 a 54 años,Informal,Básica completa / Media incompleta,Vehículo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Industrias manufactureras,40000.0
27772031,Los Ríos,Hombre,25 a 34 años,Formal,Superior completa (IP/CFT),No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $1.000.000 a $1.500.000,Industrias manufactureras,1800000.0
49578446,Magallanes,Hombre,45 a 54 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Tradición familiar,De $300.000 a $600.000,Construcción,800000.0
16354349,Valparaíso,Mujer,35 a 44 años,Formal,Superior incompleta (IP/CFT/Univ),En su propio hogar,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Comercio,850000.0
76817380,Biobío,Hombre,25 a 34 años,Formal,Media completa,En el hogar del cliente,Solo ahorros/recursos propios,Tradición familiar,De $1.500.000 a $2.500.000,Construcción,2500000.0
31131023,Los Lagos,Hombre,35 a 44 años,Informal,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Explotación de minas,600000.0
20580728,Los Lagos,Mujer,25 a 34 años,Informal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,3.0
47305920,Los Lagos,Hombre,65 años o más,Formal,Básica completa / Media incompleta,En su propio hogar,Solo ahorros/recursos propios,Tradición familiar,Menos de $300.000,Suministro de electricidad y agua,24000.0
16625503,Metropolitana,Hombre,55 a 64 años,Informal,Media completa,En el hogar del cliente,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Construcción,300000.0
18680974,Biobío,Hombre,35 a 44 años,Informal,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Comercio,850000.0
50341811,Atacama,Mujer,45 a 54 años,Formal,Media completa,Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $600.000 a $1.000.000,Suministro de electricidad y agua,1400000.0
74237922,Coquimbo,Hombre,45 a 54 años,Formal,Básica completa / Media incompleta,Obra en construcción,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Industrias manufactureras,-8260000.0
45656600,Aysén,Hombre,25 a 34 años,Informal,Básica completa / Media incompleta,No tiene un lugar fijo,Financiamiento formal (Bancos/Instituciones),Necesidad (Desempleo/Falta de oportunidades),De $300.000 a $600.000,Industrias manufactureras,800000.0
40325273,Maule,Mujer,55 a 64 años,Informal,Media completa,Vehículo,Subsidios públicos / Fondos del Estado,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Comercio,80000.0
57929164,Metropolitana,Hombre,35 a 44 años,Informal,Superior incompleta (IP/CFT/Univ),Vehículo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Explotación de minas,120000.0
61596056,Coquimbo,Mujer,45 a 54 años,Informal,Media completa,Predio agrícola,Financiamiento formal (Bancos/Instituciones),Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,40000.0
81907927,Metropolitana,Hombre,25 a 34 años,Formal,Superior incompleta (IP/CFT/Univ),No tiene un lugar fijo,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Explotación de minas,1000000.0
25448466,Ñuble,Hombre,65 años o más,Formal,Básica completa / Media incompleta,Predio agrícola,Subsidios públicos / Fondos del Estado,Necesidad (Desempleo/Falta de oportunidades),Menos de $300.000,Suministro de electricidad y agua,500000.0
45052594,Tarapacá,Hombre,35 a 44 años,Formal,Media completa,En la vía pública / Kiosco,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),De $300.000 a $600.000,Suministro de electricidad y agua,800000.0
55580980,La Araucanía,Mujer,35 a 44 años,Informal,Media completa,Predio agrícola,Solo ahorros/recursos propios,Oportunidad (Aumentar ingresos/Independencia),Menos de $300.000,Suministro de electricidad y agua,250000.0
77358973,Biobío,Mujer,45 a 54 años,Formal,Superior incompleta (IP/CFT/Univ),Obra en construcción,Subsidios públicos / Fondos del Estado,Otra razón,Menos de $300.000,"Agricultura, silvicultura y pesca",-2930000.0
36562649,Magallanes,Hombre,55 a 64 años,Informal,Media completa,No tiene un lugar fijo,Solo ahorros/recursos propios,Complementar ingresos,De $300.000 a $600.000,Industrias manufactureras,700000.0
